iso_code,year,date,total_cases,total_deaths,vaccinated_rate,fully_vaccinated_rate,booster_rate,population,country,cases_per_million,deaths_per_million
ESH,2020,,,,,,,,Western Sahara,,
ESH,2021,,,,,,,,Western Sahara,,
ESH,2022,2022-04-20,,,,,,,Western Sahara,,
YEM,2020,2020-12-31,2096.0,607.0,,,,36134863.0,Yemen,58.004924496323675,16.798181855567016
YEM,2021,2021-12-31,10111.0,1983.0,0.98,0.64,,37140230.0,Yemen,272.2384864067885,53.39223801252712
YEM,2022,2022-12-31,11945.0,2159.0,2.98,2.25,0.18,38222876.0,Yemen,312.509189523049,56.4844989686281
ZMB,2020,2020-12-31,19671.0,382.0,,,,19059395.0,Zambia,1032.089423614968,20.042608907575502
ZMB,2021,2021-12-31,231581.0,3697.0,4.03,6.08,,19603607.0,Zambia,11813.18315552847,188.5877430617743
ZMB,2022,2022-12-31,334066.0,4022.0,53.97,42.74,0.17,20152938.0,Zambia,16576.540849775847,199.57387850843386
ZWE,2020,2020-12-31,12963.0,341.0,,,,15526888.0,Zimbabwe,834.8743160896117,21.961902475241658
ZWE,2021,2021-12-31,203746.0,4885.0,25.27,19.21,0.03,15797210.0,Zimbabwe,12897.593942221441,309.23182004923655
ZWE,2022,2022-12-31,259944.0,5635.0,39.45,29.11,6.33,16069056.0,Zimbabwe,16176.681442892474,350.6739910546083
